TITLE = " CFD_CT_T-his_C2-5_2-11 "
VARIABLES = "t/Te","CT"
ZONE T=" CFD_CT_time_history_C2-5 ",I= 101 ,F=POINT
0.000000 0.004577
0.010000 0.004599
0.020000 0.004623
0.030000 0.004647
0.040000 0.004672
0.050000 0.004696
0.060000 0.004720
0.070000 0.004742
0.080000 0.004762
0.090000 0.004779
0.100000 0.004792
0.110000 0.004800
0.120000 0.004803
0.130000 0.004800
0.140000 0.004791
0.150000 0.004776
0.160000 0.004755
0.170000 0.004729
0.180000 0.004697
0.190000 0.004661
0.200000 0.004622
0.210000 0.004581
0.220000 0.004538
0.230000 0.004495
0.240000 0.004453
0.250000 0.004412
0.260000 0.004374
0.270000 0.004338
0.280000 0.004306
0.290000 0.004278
0.300000 0.004254
0.310000 0.004232
0.320000 0.004214
0.330000 0.004199
0.340000 0.004185
0.350000 0.004172
0.360000 0.004160
0.370000 0.004148
0.380000 0.004135
0.390000 0.004120
0.400000 0.004103
0.410000 0.004084
0.420000 0.004063
0.430000 0.004040
0.440000 0.004014
0.450000 0.003987
0.460000 0.003959
0.470000 0.003930
0.480000 0.003901
0.490000 0.003873
0.500000 0.003846
0.510000 0.003820
0.520000 0.003796
0.530000 0.003775
0.540000 0.003756
0.550000 0.003740
0.560000 0.003727
0.570000 0.003716
0.580000 0.003708
0.590000 0.003701
0.600000 0.003697
0.610000 0.003693
0.620000 0.003691
0.630000 0.003690
0.640000 0.003690
0.650000 0.003690
0.660000 0.003691
0.670000 0.003694
0.680000 0.003697
0.690000 0.003702
0.700000 0.003709
0.710000 0.003719
0.720000 0.003731
0.730000 0.003746
0.740000 0.003765
0.750000 0.003787
0.760000 0.003813
0.770000 0.003843
0.780000 0.003876
0.790000 0.003912
0.800000 0.003951
0.810000 0.003992
0.820000 0.004035
0.830000 0.004078
0.840000 0.004122
0.850000 0.004164
0.860000 0.004206
0.870000 0.004245
0.880000 0.004283
0.890000 0.004318
0.900000 0.004350
0.910000 0.004379
0.920000 0.004406
0.930000 0.004430
0.940000 0.004453
0.950000 0.004474
0.960000 0.004494
0.970000 0.004514
0.980000 0.004535
0.990000 0.004555
1.000000 0.004577
