TITLE = " CFD_Heave_T-his_C2-4_2-11 "
VARIABLES = "t/Te","z/A"
ZONE T=" CFD_Heave_time_history_C2-4 ",I= 101 ,F=POINT
0.000000 -0.326231
0.010000 -0.328612
0.020000 -0.327709
0.030000 -0.323190
0.040000 -0.314847
0.050000 -0.302611
0.060000 -0.286550
0.070000 -0.266863
0.080000 -0.243872
0.090000 -0.217997
0.100000 -0.189741
0.110000 -0.159662
0.120000 -0.128343
0.130000 -0.096368
0.140000 -0.064293
0.150000 -0.032623
0.160000 -0.001791
0.170000 0.027855
0.180000 0.056064
0.190000 0.082684
0.200000 0.107665
0.210000 0.131044
0.220000 0.152940
0.230000 0.173536
0.240000 0.193058
0.250000 0.211757
0.260000 0.229889
0.270000 0.247694
0.280000 0.265379
0.290000 0.283104
0.300000 0.300970
0.310000 0.319013
0.320000 0.337203
0.330000 0.355446
0.340000 0.373588
0.350000 0.391426
0.360000 0.408722
0.370000 0.425212
0.380000 0.440624
0.390000 0.454691
0.400000 0.467162
0.410000 0.477815
0.420000 0.486463
0.430000 0.492960
0.440000 0.497202
0.450000 0.499125
0.460000 0.498704
0.470000 0.495942
0.480000 0.490869
0.490000 0.483524
0.500000 0.473958
0.510000 0.462217
0.520000 0.448341
0.530000 0.432360
0.540000 0.414293
0.550000 0.394149
0.560000 0.371932
0.570000 0.347650
0.580000 0.321323
0.590000 0.292992
0.600000 0.262731
0.610000 0.230661
0.620000 0.196952
0.630000 0.161836
0.640000 0.125606
0.650000 0.088619
0.660000 0.051290
0.670000 0.014084
0.680000 -0.022495
0.690000 -0.057925
0.700000 -0.091681
0.710000 -0.123257
0.720000 -0.152188
0.730000 -0.178074
0.740000 -0.200598
0.750000 -0.219544
0.760000 -0.234810
0.770000 -0.246416
0.780000 -0.254508
0.790000 -0.259352
0.800000 -0.261327
0.810000 -0.260909
0.820000 -0.258647
0.830000 -0.255142
0.840000 -0.251018
0.850000 -0.246889
0.860000 -0.243332
0.870000 -0.240857
0.880000 -0.239881
0.890000 -0.240707
0.900000 -0.243506
0.910000 -0.248311
0.920000 -0.255013
0.930000 -0.263364
0.940000 -0.272990
0.950000 -0.283408
0.960000 -0.294053
0.970000 -0.304301
0.980000 -0.313503
0.990000 -0.321015
1.000000 -0.326231
