Title="EFD_CT_his_C1_Case2.10"
VARIABLES="t/Te" "CT"
ZONE T="EFD_CT_time_history_C1" F=POINT I=101
0.000  5.866E-03
0.010  6.095E-03
0.020  6.319E-03
0.030  6.536E-03
0.040  6.745E-03
0.050  6.943E-03
0.060  7.127E-03
0.070  7.296E-03
0.080  7.448E-03
0.090  7.579E-03
0.100  7.687E-03
0.110  7.772E-03
0.120  7.831E-03
0.130  7.864E-03
0.140  7.869E-03
0.150  7.848E-03
0.160  7.800E-03
0.170  7.727E-03
0.180  7.631E-03
0.190  7.513E-03
0.200  7.377E-03
0.210  7.224E-03
0.220  7.059E-03
0.230  6.885E-03
0.240  6.705E-03
0.250  6.522E-03
0.260  6.339E-03
0.270  6.159E-03
0.280  5.985E-03
0.290  5.818E-03
0.300  5.659E-03
0.310  5.510E-03
0.320  5.370E-03
0.330  5.240E-03
0.340  5.119E-03
0.350  5.005E-03
0.360  4.898E-03
0.370  4.795E-03
0.380  4.695E-03
0.390  4.596E-03
0.400  4.496E-03
0.410  4.393E-03
0.420  4.286E-03
0.430  4.172E-03
0.440  4.052E-03
0.450  3.924E-03
0.460  3.787E-03
0.470  3.642E-03
0.480  3.489E-03
0.490  3.329E-03
0.500  3.161E-03
0.510  2.989E-03
0.520  2.812E-03
0.530  2.632E-03
0.540  2.451E-03
0.550  2.271E-03
0.560  2.093E-03
0.570  1.918E-03
0.580  1.748E-03
0.590  1.586E-03
0.600  1.431E-03
0.610  1.286E-03
0.620  1.152E-03
0.630  1.030E-03
0.640  9.218E-04
0.650  8.275E-04
0.660  7.483E-04
0.670  6.851E-04
0.680  6.387E-04
0.690  6.096E-04
0.700  5.984E-04
0.710  6.053E-04
0.720  6.307E-04
0.730  6.745E-04
0.740  7.367E-04
0.750  8.168E-04
0.760  9.143E-04
0.770  1.029E-03
0.780  1.159E-03
0.790  1.304E-03
0.800  1.463E-03
0.810  1.634E-03
0.820  1.817E-03
0.830  2.009E-03
0.840  2.210E-03
0.850  2.417E-03
0.860  2.631E-03
0.870  2.850E-03
0.880  3.073E-03
0.890  3.298E-03
0.900  3.527E-03
0.910  3.757E-03
0.920  3.989E-03
0.930  4.222E-03
0.940  4.457E-03
0.950  4.692E-03
0.960  4.928E-03
0.970  5.164E-03
0.980  5.399E-03
0.990  5.634E-03
1.000  5.866E-03
