Title="EFD_Pitch_his_C1_Case2.10"
VARIABLES="t/Te" "Pitch"
ZONE T="EFD_Pitch_time_history_C1" F=POINT I=101
0.000  -4.400E-02
0.010  -4.487E-02
0.020  -4.576E-02
0.030  -4.666E-02
0.040  -4.758E-02
0.050  -4.850E-02
0.060  -4.942E-02
0.070  -5.035E-02
0.080  -5.128E-02
0.090  -5.221E-02
0.100  -5.313E-02
0.110  -5.405E-02
0.120  -5.497E-02
0.130  -5.588E-02
0.140  -5.678E-02
0.150  -5.767E-02
0.160  -5.854E-02
0.170  -5.940E-02
0.180  -6.025E-02
0.190  -6.108E-02
0.200  -6.188E-02
0.210  -6.266E-02
0.220  -6.342E-02
0.230  -6.414E-02
0.240  -6.483E-02
0.250  -6.549E-02
0.260  -6.611E-02
0.270  -6.668E-02
0.280  -6.722E-02
0.290  -6.770E-02
0.300  -6.814E-02
0.310  -6.853E-02
0.320  -6.886E-02
0.330  -6.914E-02
0.340  -6.936E-02
0.350  -6.953E-02
0.360  -6.964E-02
0.370  -6.969E-02
0.380  -6.968E-02
0.390  -6.961E-02
0.400  -6.949E-02
0.410  -6.930E-02
0.420  -6.905E-02
0.430  -6.875E-02
0.440  -6.839E-02
0.450  -6.797E-02
0.460  -6.750E-02
0.470  -6.697E-02
0.480  -6.640E-02
0.490  -6.577E-02
0.500  -6.509E-02
0.510  -6.437E-02
0.520  -6.360E-02
0.530  -6.279E-02
0.540  -6.194E-02
0.550  -6.106E-02
0.560  -6.014E-02
0.570  -5.919E-02
0.580  -5.822E-02
0.590  -5.722E-02
0.600  -5.620E-02
0.610  -5.517E-02
0.620  -5.412E-02
0.630  -5.306E-02
0.640  -5.199E-02
0.650  -5.092E-02
0.660  -4.985E-02
0.670  -4.879E-02
0.680  -4.774E-02
0.690  -4.670E-02
0.700  -4.569E-02
0.710  -4.470E-02
0.720  -4.374E-02
0.730  -4.282E-02
0.740  -4.194E-02
0.750  -4.111E-02
0.760  -4.033E-02
0.770  -3.962E-02
0.780  -3.897E-02
0.790  -3.838E-02
0.800  -3.788E-02
0.810  -3.745E-02
0.820  -3.710E-02
0.830  -3.684E-02
0.840  -3.666E-02
0.850  -3.657E-02
0.860  -3.656E-02
0.870  -3.665E-02
0.880  -3.682E-02
0.890  -3.707E-02
0.900  -3.740E-02
0.910  -3.780E-02
0.920  -3.828E-02
0.930  -3.882E-02
0.940  -3.942E-02
0.950  -4.008E-02
0.960  -4.079E-02
0.970  -4.154E-02
0.980  -4.233E-02
0.990  -4.315E-02
1.000  -4.400E-02
