Title="EFD_Pitch_his_C4_Case2.10"
VARIABLES="t/Te" "Pitch"
ZONE T="EFD_Pitch_time_history_C4" F=POINT I=101
0.000  -2.551E-01
0.010  -1.968E-01
0.020  -1.379E-01
0.030  -7.843E-02
0.040  -1.879E-02
0.050  4.085E-02
0.060  1.002E-01
0.070  1.591E-01
0.080  2.173E-01
0.090  2.746E-01
0.100  3.307E-01
0.110  3.854E-01
0.120  4.386E-01
0.130  4.900E-01
0.140  5.395E-01
0.150  5.869E-01
0.160  6.320E-01
0.170  6.748E-01
0.180  7.149E-01
0.190  7.524E-01
0.200  7.870E-01
0.210  8.187E-01
0.220  8.473E-01
0.230  8.727E-01
0.240  8.949E-01
0.250  9.136E-01
0.260  9.289E-01
0.270  9.407E-01
0.280  9.489E-01
0.290  9.534E-01
0.300  9.542E-01
0.310  9.513E-01
0.320  9.447E-01
0.330  9.343E-01
0.340  9.202E-01
0.350  9.025E-01
0.360  8.811E-01
0.370  8.562E-01
0.380  8.279E-01
0.390  7.962E-01
0.400  7.613E-01
0.410  7.232E-01
0.420  6.823E-01
0.430  6.385E-01
0.440  5.921E-01
0.450  5.433E-01
0.460  4.922E-01
0.470  4.390E-01
0.480  3.840E-01
0.490  3.274E-01
0.500  2.693E-01
0.510  2.101E-01
0.520  1.498E-01
0.530  8.883E-02
0.540  2.733E-02
0.550  -3.442E-02
0.560  -9.618E-02
0.570  -1.577E-01
0.580  -2.187E-01
0.590  -2.790E-01
0.600  -3.382E-01
0.610  -3.962E-01
0.620  -4.526E-01
0.630  -5.073E-01
0.640  -5.599E-01
0.650  -6.102E-01
0.660  -6.580E-01
0.670  -7.031E-01
0.680  -7.452E-01
0.690  -7.842E-01
0.700  -8.199E-01
0.710  -8.521E-01
0.720  -8.808E-01
0.730  -9.057E-01
0.740  -9.269E-01
0.750  -9.442E-01
0.760  -9.577E-01
0.770  -9.672E-01
0.780  -9.728E-01
0.790  -9.744E-01
0.800  -9.722E-01
0.810  -9.662E-01
0.820  -9.563E-01
0.830  -9.428E-01
0.840  -9.255E-01
0.850  -9.048E-01
0.860  -8.806E-01
0.870  -8.531E-01
0.880  -8.223E-01
0.890  -7.884E-01
0.900  -7.516E-01
0.910  -7.119E-01
0.920  -6.695E-01
0.930  -6.247E-01
0.940  -5.774E-01
0.950  -5.280E-01
0.960  -4.766E-01
0.970  -4.234E-01
0.980  -3.686E-01
0.990  -3.124E-01
1.000  -2.551E-01
