TITLE = " CFD_Roll_T-his_C2-2_2-11 "
VARIABLES = "t/Te","phi/(kA)"
ZONE T=" CFD_Roll_time_history_C2-2 ",I= 101 ,F=POINT
0.000000 -0.666428
0.010000 -0.749467
0.020000 -0.831394
0.030000 -0.910312
0.040000 -0.984440
0.050000 -1.052191
0.060000 -1.112227
0.070000 -1.163515
0.080000 -1.205352
0.090000 -1.237382
0.100000 -1.259588
0.110000 -1.272276
0.120000 -1.276032
0.130000 -1.271675
0.140000 -1.260194
0.150000 -1.242684
0.160000 -1.220276
0.170000 -1.194072
0.180000 -1.165085
0.190000 -1.134185
0.200000 -1.102064
0.210000 -1.069209
0.220000 -1.035895
0.230000 -1.002188
0.240000 -0.967966
0.250000 -0.932952
0.260000 -0.896757
0.270000 -0.858930
0.280000 -0.819009
0.290000 -0.776577
0.300000 -0.731309
0.310000 -0.683015
0.320000 -0.631673
0.330000 -0.577449
0.340000 -0.520704
0.350000 -0.461989
0.360000 -0.402025
0.370000 -0.341670
0.380000 -0.281883
0.390000 -0.223671
0.400000 -0.168040
0.410000 -0.115942
0.420000 -0.068225
0.430000 -0.025591
0.440000 0.011439
0.450000 0.042551
0.460000 0.067646
0.470000 0.086843
0.480000 0.100458
0.490000 0.108988
0.500000 0.113064
0.510000 0.113418
0.520000 0.110830
0.530000 0.106078
0.540000 0.099898
0.550000 0.092932
0.560000 0.085705
0.570000 0.078590
0.580000 0.071804
0.590000 0.065402
0.600000 0.059290
0.610000 0.053248
0.620000 0.046962
0.630000 0.040060
0.640000 0.032160
0.650000 0.022909
0.660000 0.012030
0.670000 -0.000647
0.680000 -0.015152
0.690000 -0.031363
0.700000 -0.048992
0.710000 -0.067601
0.720000 -0.086617
0.730000 -0.105364
0.740000 -0.123108
0.750000 -0.139102
0.760000 -0.152646
0.770000 -0.163134
0.780000 -0.170115
0.790000 -0.173331
0.800000 -0.172758
0.810000 -0.168631
0.820000 -0.161447
0.830000 -0.151969
0.840000 -0.141193
0.850000 -0.130318
0.860000 -0.120692
0.870000 -0.113751
0.880000 -0.110945
0.890000 -0.113666
0.900000 -0.123175
0.910000 -0.140526
0.920000 -0.166508
0.930000 -0.201590
0.940000 -0.245892
0.950000 -0.299157
0.960000 -0.360758
0.970000 -0.429713
0.980000 -0.504721
0.990000 -0.584215
1.000000 -0.666428
