TITLE = " EFD_Heave_T-his_C2-2_2-11 "
VARIABLES = "t/Te","z/A"
ZONE T=" EFD_Heave_time_history_C2-2 ",I= 101 ,F=POINT
0.000000 -1.095062
0.010000 -1.087705
0.020000 -1.076936
0.030000 -1.063015
0.040000 -1.046188
0.050000 -1.026678
0.060000 -1.004676
0.070000 -0.980334
0.080000 -0.953763
0.090000 -0.925032
0.100000 -0.894174
0.110000 -0.861185
0.120000 -0.826039
0.130000 -0.788689
0.140000 -0.749086
0.150000 -0.707186
0.160000 -0.662959
0.170000 -0.616404
0.180000 -0.567554
0.190000 -0.516485
0.200000 -0.463319
0.210000 -0.408225
0.220000 -0.351424
0.230000 -0.293178
0.240000 -0.233788
0.250000 -0.173586
0.260000 -0.112928
0.270000 -0.052180
0.280000 0.008291
0.290000 0.068128
0.300000 0.126989
0.310000 0.184561
0.320000 0.240563
0.330000 0.294750
0.340000 0.346914
0.350000 0.396886
0.360000 0.444530
0.370000 0.489742
0.380000 0.532440
0.390000 0.572560
0.400000 0.610046
0.410000 0.644845
0.420000 0.676898
0.430000 0.706135
0.440000 0.732473
0.450000 0.755810
0.460000 0.776027
0.470000 0.792990
0.480000 0.806554
0.490000 0.816566
0.500000 0.822876
0.510000 0.825342
0.520000 0.823837
0.530000 0.818260
0.540000 0.808544
0.550000 0.794658
0.560000 0.776614
0.570000 0.754470
0.580000 0.728328
0.590000 0.698337
0.600000 0.664683
0.610000 0.627588
0.620000 0.587302
0.630000 0.544091
0.640000 0.498235
0.650000 0.450011
0.660000 0.399693
0.670000 0.347537
0.680000 0.293782
0.690000 0.238641
0.700000 0.182305
0.710000 0.124937
0.720000 0.066681
0.730000 0.007663
0.740000 -0.052001
0.750000 -0.112197
0.760000 -0.172806
0.770000 -0.233695
0.780000 -0.294710
0.790000 -0.355666
0.800000 -0.416348
0.810000 -0.476502
0.820000 -0.535839
0.830000 -0.594034
0.840000 -0.650732
0.850000 -0.705557
0.860000 -0.758115
0.870000 -0.808013
0.880000 -0.854864
0.890000 -0.898303
0.900000 -0.937996
0.910000 -0.973654
0.920000 -1.005042
0.930000 -1.031984
0.940000 -1.054371
0.950000 -1.072162
0.960000 -1.085380
0.970000 -1.094113
0.980000 -1.098504
0.990000 -1.098745
1.000000 -1.095062
